Amount of Vertices: 101
x: 0.0000, y: 0.0000, z: 0.0000, r: -0.0000, g: 1.0000, b: 1.0000 
x: 32.1952, y: -18.5874, z: 37.1755, r: 0.5446, g: 1.0000, b: 0.4067 
x: 37.6991, y: 0.0004, z: 37.6991, r: 0.5878, g: 1.0000, b: 0.3090 
x: 33.1016, y: 19.1117, z: 38.2227, r: 0.6293, g: 1.0000, b: 0.2079 
x: 19.3728, y: 33.5555, z: 38.7463, r: 0.6691, g: 1.0000, b: 0.1045 
x: -0.0003, y: 39.2699, z: 39.2699, r: 0.7071, g: 1.0000, b: -0.0000 
x: -19.8970, y: 34.4620, z: 39.7935, r: 0.7431, g: 1.0000, b: -0.1045 
x: -34.9158, y: 20.1583, z: 40.3171, r: 0.7771, g: 1.0000, b: -0.2079 
x: -40.8407, y: -0.0002, z: 40.8407, r: 0.8090, g: 1.0000, b: -0.3090 
x: -35.8225, y: -20.6823, z: 41.3643, r: 0.8387, g: 1.0000, b: -0.4067 
x: -20.9438, y: -36.2761, z: 41.8879, r: 0.8660, g: 1.0000, b: -0.5000 
x: 0.0001, y: -42.4115, z: 42.4115, r: 0.8910, g: 1.0000, b: -0.5878 
x: 21.4676, y: -37.1829, z: 42.9351, r: 0.9135, g: 1.0000, b: -0.6691 
x: 37.6363, y: -21.7294, z: 43.4587, r: 0.9336, g: 1.0000, b: -0.7431 
x: 43.9823, y: -0.0001, z: 43.9823, r: 0.9511, g: 1.0000, b: -0.8090 
x: 38.5433, y: 22.2529, z: 44.5059, r: 0.9659, g: 1.0000, b: -0.8660 
x: 22.5149, y: 38.9966, z: 45.0295, r: 0.9781, g: 1.0000, b: -0.9135 
x: 0.0002, y: 45.5531, z: 45.5531, r: 0.9877, g: 1.0000, b: -0.9511 
x: -23.0381, y: 39.9037, z: 46.0767, r: 0.9945, g: 1.0000, b: -0.9781 
x: -40.3569, y: 23.3004, z: 46.6003, r: 0.9986, g: 1.0000, b: -0.9945 
x: -47.1239, y: 0.0004, z: 47.1239, r: 1.0000, g: 1.0000, b: -1.0000 
x: -41.2641, y: -23.8234, z: 47.6475, r: 0.9986, g: 1.0000, b: -0.9945 
x: -24.0859, y: -41.7171, z: 48.1711, r: 0.9945, g: 1.0000, b: -0.9781 
x: -0.0005, y: -48.6947, z: 48.6947, r: 0.9877, g: 1.0000, b: -0.9511 
x: 24.6086, y: -42.6246, z: 49.2183, r: 0.9781, g: 1.0000, b: -0.9135 
x: 43.0774, y: -24.8715, z: 49.7419, r: 0.9659, g: 1.0000, b: -0.8660 
x: 50.2655, y: -0.0007, z: 50.2655, r: 0.9511, g: 1.0000, b: -0.8090 
x: 43.9850, y: 25.3939, z: 50.7891, r: 0.9336, g: 1.0000, b: -0.7431 
x: 25.6570, y: 44.4377, z: 51.3127, r: 0.9135, g: 1.0000, b: -0.6691 
x: 0.0009, y: 51.8363, z: 51.8363, r: 0.8910, g: 1.0000, b: -0.5878 
x: -26.1791, y: 45.3454, z: 52.3599, r: 0.8660, g: 1.0000, b: -0.5000 
